% Moku:Go Spectrum Analyzer
% Input 1 (on), AC, 30 MHz, 1 MOhm, 10 Vpp
% Input 2 (off), AC, 30 MHz, 1 MOhm, 10 Vpp
% Start freq 1 Hz, stop freq 1.000 kHz, RBW 4.883 Hz (Auto mode), Blackman-Harris window, Video filter off
% Averaging: 1 spectra per frame, 1 frame averages
% Output 1 (off) - 10.000 000 000 000 MHz, 1.000 Vpp
% Output 2 (off) - 20.000 000 000 000 MHz, 1.000 Vpp
% 
% Acquired 2026-06-10 T 16:00:47 +0200
% Frequency (Hz), Input 1 (Vpp)
6.860898186763e+02, 1.112268e-05
6.870832294226e+02, 1.102425e-05
6.880766401688e+02, 1.230385e-05
6.890700509151e+02, 1.505992e-05
6.900634616613e+02, 1.850500e-05
6.910568724076e+02, 2.170400e-05
6.920502831539e+02, 2.367262e-05
6.930436939001e+02, 2.372183e-05
6.940371046464e+02, 2.190086e-05
6.950305153926e+02, 1.899715e-05
6.960239261389e+02, 1.569972e-05
6.970173368851e+02, 1.284522e-05
6.980107476314e+02, 1.097504e-05
6.990041583776e+02, 1.043367e-05
6.999975691239e+02, 1.048288e-05
7.009909798702e+02, 1.013838e-05
7.019843906164e+02, 9.203283e-06
7.029778013627e+02, 8.169759e-06
7.039712121089e+02, 8.071328e-06
7.049646228552e+02, 9.793868e-06
7.059580336014e+02, 1.264836e-05
7.069514443477e+02, 1.520756e-05
7.079448550940e+02, 1.633952e-05
7.089382658402e+02, 1.535521e-05
7.099316765865e+02, 1.254993e-05
7.109250873327e+02, 9.104852e-06
7.119184980790e+02, 8.071328e-06
7.129119088252e+02, 1.013838e-05
7.139053195715e+02, 1.200856e-05
7.148987303178e+02, 1.235307e-05
7.158921410640e+02, 1.161484e-05
7.168855518103e+02, 1.117190e-05
7.178789625565e+02, 1.181170e-05
7.188723733028e+02, 1.368189e-05
7.198657840490e+02, 1.604423e-05
7.208591947953e+02, 1.880029e-05
7.218526055415e+02, 2.190086e-05
7.228460162878e+02, 2.500143e-05
7.238394270341e+02, 2.751142e-05
7.248328377803e+02, 2.834808e-05
7.258262485266e+02, 2.677319e-05
7.268196592728e+02, 2.278674e-05
7.278130700191e+02, 1.717618e-05
7.288064807653e+02, 1.166405e-05
7.297998915116e+02, 7.972897e-06
7.307933022579e+02, 6.890158e-06
7.317867130041e+02, 7.726820e-06
7.327801237504e+02, 9.547791e-06
7.337735344966e+02, 1.141798e-05
7.347669452429e+02, 1.279601e-05
7.357603559891e+02, 1.397718e-05
7.367537667354e+02, 1.545364e-05
7.377471774817e+02, 1.781598e-05
7.387405882279e+02, 2.042440e-05
7.397339989742e+02, 2.160557e-05
7.407274097204e+02, 2.047361e-05
7.417208204667e+02, 1.653638e-05
7.427142312129e+02, 1.053210e-05
7.437076419592e+02, 4.232526e-06
7.447010527054e+02, 3.986449e-06
7.456944634517e+02, 8.268190e-06
7.466878741980e+02, 1.102425e-05
7.476812849442e+02, 1.191013e-05
7.486746956905e+02, 1.136876e-05
7.496681064367e+02, 9.843083e-06
7.506615171830e+02, 7.825251e-06
7.516549279292e+02, 5.708988e-06
7.526483386755e+02, 3.691156e-06
7.536417494218e+02, 2.214694e-06
7.546351601680e+02, 2.116263e-06
7.556285709143e+02, 3.740372e-06
7.566219816605e+02, 6.053496e-06
7.576153924068e+02, 7.972897e-06
7.586088031530e+02, 8.661913e-06
7.596022138993e+02, 8.760344e-06
7.605956246456e+02, 9.646221e-06
7.615890353918e+02, 1.146719e-05
7.625824461381e+02, 1.235307e-05
7.635758568843e+02, 1.127033e-05
7.645692676306e+02, 9.301714e-06
7.655626783768e+02, 1.048288e-05
7.665560891231e+02, 1.555207e-05
7.675494998693e+02, 2.101498e-05
7.685429106156e+02, 2.470614e-05
7.695363213619e+02, 2.603495e-05
7.705297321081e+02, 2.549359e-05
7.715231428544e+02, 2.401712e-05
7.725165536006e+02, 2.283595e-05
7.735099643469e+02, 2.239301e-05
7.745033750931e+02, 2.214694e-05
7.754967858394e+02, 2.126106e-05
7.764901965857e+02, 1.914480e-05
7.774836073319e+02, 1.584736e-05
7.784770180782e+02, 1.200856e-05
7.794704288244e+02, 9.203283e-06
7.804638395707e+02, 9.990729e-06
7.814572503169e+02, 1.427247e-05
7.824506610632e+02, 1.953852e-05
7.834440718095e+02, 2.377105e-05
7.844374825557e+02, 2.539515e-05
7.854308933020e+02, 2.347575e-05
7.864243040482e+02, 1.776676e-05
7.874177147945e+02, 9.055636e-06
7.884111255407e+02, 3.789587e-06
7.894045362870e+02, 1.348502e-05
7.903979470332e+02, 2.190086e-05
7.913913577795e+02, 2.628103e-05
7.923847685258e+02, 2.578888e-05
7.933781792720e+02, 2.121184e-05
7.943715900183e+02, 1.442012e-05
7.953650007645e+02, 7.677605e-06
7.963584115108e+02, 3.248217e-06
7.973518222570e+02, 3.149787e-06
7.983452330033e+02, 4.724680e-06
7.993386437496e+02, 6.644081e-06
8.003320544958e+02, 8.907990e-06
8.013254652421e+02, 1.097504e-05
8.023188759883e+02, 1.205778e-05
8.033122867346e+02, 1.225464e-05
8.043056974808e+02, 1.205778e-05
8.052991082271e+02, 1.250072e-05
8.062925189734e+02, 1.382953e-05
8.072859297196e+02, 1.599501e-05
8.082793404659e+02, 1.791441e-05
8.092727512121e+02, 1.835735e-05
8.102661619584e+02, 1.663481e-05
8.112595727046e+02, 1.314052e-05
8.122529834509e+02, 1.136876e-05
8.132463941971e+02, 1.476462e-05
8.142398049434e+02, 2.017832e-05
8.152332156897e+02, 2.377105e-05
8.162266264359e+02, 2.436163e-05
8.172200371822e+02, 2.175321e-05
8.182134479284e+02, 1.693010e-05
8.192068586747e+02, 1.092582e-05
8.202002694209e+02, 5.561342e-06
8.211936801672e+02, 5.758204e-06
8.221870909135e+02, 9.744652e-06
8.231805016597e+02, 1.314052e-05
8.241739124060e+02, 1.520756e-05
8.251673231522e+02, 1.633952e-05
8.261607338985e+02, 1.742226e-05
8.271541446447e+02, 1.909558e-05
8.281475553910e+02, 2.111341e-05
8.291409661373e+02, 2.185164e-05
8.301343768835e+02, 1.958774e-05
8.311277876298e+02, 1.397718e-05
8.321211983760e+02, 5.905850e-06
8.331146091223e+02, 4.035664e-06
8.341080198685e+02, 1.176248e-05
8.351014306148e+02, 1.712696e-05
8.360948413610e+02, 1.909558e-05
8.370882521073e+02, 1.786520e-05
8.380816628536e+02, 1.442012e-05
8.390750735998e+02, 1.013838e-05
8.400684843461e+02, 6.496435e-06
8.410618950923e+02, 4.478603e-06
8.420553058386e+02, 3.248217e-06
8.430487165848e+02, 3.641941e-06
8.440421273311e+02, 6.791727e-06
8.450355380774e+02, 1.063053e-05
8.460289488236e+02, 1.323895e-05
8.470223595699e+02, 1.387875e-05
8.480157703161e+02, 1.250072e-05
8.490091810624e+02, 9.744652e-06
8.500025918086e+02, 7.234666e-06
8.509960025549e+02, 6.693296e-06
8.519894133011e+02, 8.661913e-06
8.529828240474e+02, 1.097504e-05
8.539762347937e+02, 1.250072e-05
8.549696455399e+02, 1.240228e-05
8.559630562862e+02, 1.033524e-05
8.569564670324e+02, 6.594866e-06
8.579498777787e+02, 5.413696e-06
8.589432885249e+02, 1.097504e-05
8.599366992712e+02, 1.766833e-05
8.609301100175e+02, 2.254066e-05
8.619235207637e+02, 2.455849e-05
8.629169315100e+02, 2.322968e-05
8.639103422562e+02, 1.894793e-05
8.649037530025e+02, 1.333738e-05
8.658971637487e+02, 7.874466e-06
8.668905744950e+02, 4.134095e-06
8.678839852413e+02, 2.706848e-06
8.688773959875e+02, 2.313125e-06
8.698708067338e+02, 1.624109e-06
8.708642174800e+02, 1.378032e-06
8.718576282263e+02, 2.263909e-06
8.728510389725e+02, 3.199002e-06
8.738444497188e+02, 3.494294e-06
8.748378604650e+02, 2.952925e-06
8.758312712113e+02, 1.870186e-06
8.768246819576e+02, 2.706848e-06
8.778180927038e+02, 5.561342e-06
8.788115034501e+02, 8.858775e-06
8.798049141963e+02, 1.200856e-05
8.807983249426e+02, 1.442012e-05
8.817917356888e+02, 1.589658e-05
8.827851464351e+02, 1.594579e-05
8.837785571814e+02, 1.442012e-05
8.847719679276e+02, 1.156562e-05
8.857653786739e+02, 8.907990e-06
8.867587894201e+02, 8.218974e-06
8.877522001664e+02, 8.465051e-06
8.887456109126e+02, 7.726820e-06
8.897390216589e+02, 5.364480e-06
8.907324324052e+02, 2.017832e-06
8.917258431514e+02, 3.100571e-06
8.927192538977e+02, 6.742512e-06
8.937126646439e+02, 9.843083e-06
8.947060753902e+02, 1.230385e-05
8.956994861364e+02, 1.392796e-05
8.966928968827e+02, 1.466619e-05
8.976863076289e+02, 1.422325e-05
8.986797183752e+02, 1.250072e-05
8.996731291215e+02, 9.646221e-06
9.006665398677e+02, 6.594866e-06
9.016599506140e+02, 5.856634e-06
9.026533613602e+02, 8.317405e-06
9.036467721065e+02, 1.141798e-05
9.046401828527e+02, 1.348502e-05
9.056335935990e+02, 1.353424e-05
9.066270043453e+02, 1.166405e-05
9.076204150915e+02, 8.858775e-06
9.086138258378e+02, 7.628389e-06
9.096072365840e+02, 8.465051e-06
9.106006473303e+02, 8.907990e-06
9.115940580765e+02, 7.333097e-06
9.125874688228e+02, 3.937233e-06
9.135808795691e+02, 6.890158e-07
9.145742903153e+02, 5.758204e-06
9.155677010616e+02, 1.087661e-05
9.165611118078e+02, 1.589658e-05
9.175545225541e+02, 2.037518e-05
9.185479333003e+02, 2.347575e-05
9.195413440466e+02, 2.465692e-05
9.205347547928e+02, 2.396791e-05
9.215281655391e+02, 2.195008e-05
9.225215762854e+02, 1.948930e-05
9.235149870316e+02, 1.742226e-05
9.245083977779e+02, 1.560129e-05
9.255018085241e+02, 1.343581e-05
9.264952192704e+02, 1.003994e-05
9.274886300166e+02, 5.118403e-06
9.284820407629e+02, 9.350929e-07
9.294754515092e+02, 5.955065e-06
9.304688622554e+02, 9.449360e-06
9.314622730017e+02, 1.048288e-05
9.324556837479e+02, 9.154067e-06
9.334490944942e+02, 5.905850e-06
9.344425052404e+02, 4.035664e-06
9.354359159867e+02, 8.661913e-06
9.364293267330e+02, 1.515835e-05
9.374227374792e+02, 2.145792e-05
9.384161482255e+02, 2.687162e-05
9.394095589717e+02, 3.080885e-05
9.404029697180e+02, 3.272825e-05
9.413963804642e+02, 3.213767e-05
9.423897912105e+02, 2.933239e-05
9.433832019567e+02, 2.475535e-05
9.443766127030e+02, 1.953852e-05
9.453700234493e+02, 1.471541e-05
9.463634341955e+02, 1.127033e-05
9.473568449418e+02, 1.003994e-05
9.483502556880e+02, 1.038445e-05
9.493436664343e+02, 1.092582e-05
9.503370771805e+02, 1.107347e-05
9.513304879268e+02, 1.072896e-05
9.523238986731e+02, 9.892298e-06
9.533173094193e+02, 8.415836e-06
9.543107201656e+02, 6.299573e-06
9.553041309118e+02, 4.084879e-06
9.562975416581e+02, 3.445079e-06
9.572909524043e+02, 3.740372e-06
9.582843631506e+02, 3.051356e-06
9.592777738969e+02, 3.395864e-06
9.602711846431e+02, 7.333097e-06
9.612645953894e+02, 1.191013e-05
9.622580061356e+02, 1.555207e-05
9.632514168819e+02, 1.756990e-05
9.642448276281e+02, 1.781598e-05
9.652382383744e+02, 1.668403e-05
9.662316491206e+02, 1.505992e-05
9.672250598669e+02, 1.358345e-05
9.682184706132e+02, 1.309130e-05
9.692118813594e+02, 1.387875e-05
9.702052921057e+02, 1.574893e-05
9.711987028519e+02, 1.811127e-05
9.721921135982e+02, 2.032597e-05
9.731855243444e+02, 2.195008e-05
9.741789350907e+02, 2.258988e-05
9.751723458370e+02, 2.214694e-05
9.761657565832e+02, 2.062126e-05
9.771591673295e+02, 1.830813e-05
9.781525780757e+02, 1.555207e-05
9.791459888220e+02, 1.284522e-05
9.801393995682e+02, 1.067975e-05
9.811328103145e+02, 9.646221e-06
9.821262210608e+02, 9.990729e-06
9.831196318070e+02, 1.112268e-05
9.841130425533e+02, 1.195935e-05
9.851064532995e+02, 1.151641e-05
9.860998640458e+02, 8.711128e-06
9.870932747920e+02, 3.543510e-06
9.880866855383e+02, 3.937233e-06
9.890800962845e+02, 1.195935e-05
9.900735070308e+02, 1.939087e-05
9.910669177771e+02, 2.509986e-05
9.920603285233e+02, 2.790514e-05
9.930537392696e+02, 2.741299e-05
9.940471500158e+02, 2.386948e-05
9.950405607621e+02, 1.816049e-05
9.960339715083e+02, 1.230385e-05
9.970273822546e+02, 1.023681e-05
9.980207930009e+02, 1.304208e-05
9.990142037471e+02, 1.673324e-05
1.000007614493e+03, 1.884950e-05
